;SEASON;PLAYER_ID;PLAYER_NAME;POSITION;HEIGHT_WO_SHOES;HEIGHT_W_SHOES;WEIGHT;WINGSPAN;STANDING_REACH;BODY_FAT_PCT;HAND_LENGTH;HAND_WIDTH;STANDING_VERTICAL_LEAP;MAX_VERTICAL_LEAP;LANE_AGILITY_TIME;MODIFIED_LANE_AGILITY_TIME;THREE_QUARTER_SPRINT
396;2023;1641760;Omari Moore;SG;1.96;-;85.55;2.08;2.78;-;0.23;0.26;0.58;0.75;10.8;-;3.22
397;2023;1631200;Kris Murray;PF;2.03;-;96.52;2.13;2.69;-;0.22;0.23;0.75;0.89;11.05;-;3.24
398;2023;1641761;Grant Nelson;PF;2.08;-;101.33;2.13;2.71;-;0.23;0.24;0.81;0.9;9.99;-;3.21
399;2023;1641762;James Nnaji;C;-;-;-;-;-;-;-;-;-;-;-;-;-
400;2023;1641763;Julian Phillips;SF;2.0;-;89.18;2.12;2.59;-;0.22;0.23;0.91;1.09;11.09;-;3.32
401;2023;1629618;Jalen Pickett;PG;1.88;-;89.72;2.01;2.5;-;0.22;0.19;0.72;0.84;11.91;3.33;3.35
402;2023;1641764;Brandon Podziemski;SG;1.92;-;92.44;1.97;2.45;-;0.21;0.25;0.8;0.99;11.16;3.09;3.21
403;2023;1641765;Olivier-Maxence Prosper;PF;2.0;-;96.34;2.16;2.64;-;0.21;0.25;0.89;1.03;10.59;3.0;3.21
404;2023;1641712;Rayan Rupert;SF;1.98;-;87.63;2.18;2.69;-;0.22;0.24;0.7;0.83;11.18;-;3.43
405;2023;1641766;Adama Sanogo;C;2.01;-;116.94;2.2;2.76;-;0.25;0.25;0.72;0.79;11.5;-;3.31
406;2023;1631204;Marcus Sasser;PG;1.86;-;88.72;2.01;2.53;-;0.22;0.24;0.69;0.89;10.68;-;3.43
407;2023;1641729;Brice Sensabaugh;SF;-;-;-;-;-;-;-;-;-;-;-;-;-
408;2023;1630545;Terrence Shannon Jr.;SF;1.97;-;99.79;2.03;2.59;-;0.21;0.2;0.81;0.95;10.36;-;3.06
409;2023;1641767;Ben Sheppard;SG;1.96;-;88.27;2.03;2.54;-;0.22;0.24;0.75;0.9;10.88;2.94;3.17
410;2023;1641771;Jalen Slawson;PF;1.99;-;100.52;2.13;2.69;-;0.23;0.23;0.74;0.84;11.26;-;3.29
411;2023;1631173;Terquavion Smith;SG;1.89;-;74.03;2.0;2.49;-;0.22;0.2;0.76;0.94;10.86;-;3.21
412;2023;1641733;Nick Smith Jr.;SG;-;-;-;-;-;-;-;-;-;-;-;-;-
413;2023;1631124;Julian Strawther;SF;1.98;-;94.71;2.06;2.67;-;0.21;0.21;0.7;0.88;10.94;3.46;3.31
414;2023;1641708;Amen Thompson;SG;1.97;-;97.16;2.13;2.63;-;0.22;0.22;-;-;-;-;-
415;2023;1641709;Ausar Thompson;SG;1.97;-;98.97;2.13;2.64;-;0.22;0.23;-;-;-;-;-
416;2023;1631166;Drew Timme;C;2.05;-;110.31;2.18;2.76;-;0.23;0.25;0.66;0.77;10.93;-;3.34
417;2023;1641772;Nae'Qwan Tomlin;PF;-;-;-;-;-;-;-;-;-;-;-;-;-
418;2023;1631131;Oscar Tshiebwe;C;2.01;-;115.03;2.22;2.74;-;0.25;0.26;0.75;0.83;12.26;-;3.32
419;2023;1641773;Azuolas Tubelis;PF;2.05;-;106.5;2.11;2.74;-;0.23;0.27;0.6;0.77;11.17;-;3.5
420;2023;1641774;Tristan Vukcevic;C;2.11;-;101.33;2.2;2.82;-;0.23;0.26;0.66;0.77;11.71;3.24;3.43
421;2023;1641716;Jarace Walker;PF;1.99;-;112.76;2.2;2.65;-;0.23;0.25;0.88;0.97;10.89;-;3.2
422;2023;1641717;Cason Wallace;PG;1.89;-;88.54;2.04;2.57;-;0.22;0.23;0.71;0.91;10.82;-;3.34
423;2023;1641775;Jordan Walsh;SF;1.97;-;92.53;2.18;2.72;-;0.22;0.22;0.84;0.91;10.83;-;3.3
424;2023;1641705;Victor Wembanyama;C;-;-;-;-;-;-;-;-;-;-;-;-;-
425;2023;1641727;Dariq Whitehead;SG;1.97;-;98.52;2.09;2.63;-;0.22;0.25;-;-;-;-;-
426;2023;1641715;Cam Whitmore;SF;1.97;-;106.59;2.04;2.63;-;0.2;0.21;0.8;1.03;10.82;3.26;3.2
427;2023;1630592;Jalen Wilson;SF;1.97;-;104.42;2.03;2.53;-;0.21;0.23;0.8;0.89;11.26;3.09;3.2
428;2023;1631209;Isaiah Wong;SG;1.89;-;80.92;2.0;2.48;-;0.21;0.24;0.83;0.94;10.93;-;3.22
